id,checking,credit_usage,credit_history,purpose,current_balance,savings,employment,location,personal_status,other_parties,residence_since,property_magnitude,cc_age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
569,0<=x<200,48,existing paid,radio/tv,3979,no known savings,4<=x<7,4,male single,none,1,car,41,none,own,2,skilled,2,yes,yes,good
570,x<0,48,existing paid,radio/tv,6758,x<100,1<=x<4,3,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,yes,yes,bad
571,x<0,24,existing paid,furniture/equipment,3234,x<100,x<1,4,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,yes,yes,bad
572,no checking,30,critical/other existing credit,radio/tv,5954,x<100,4<=x<7,3,male single,co applicant,2,car,38,none,own,1,skilled,1,none,yes,good
573,no checking,24,existing paid,used car,5433,no known savings,unemployed,2,female div/dep/mar,none,4,life insurance,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
574,x<0,15,existing paid,business,806,x<100,1<=x<4,4,female div/dep/mar,none,4,life insurance,22,none,own,1,unskilled resident,1,none,yes,good
575,0<=x<200,9,existing paid,radio/tv,1082,x<100,x>=7,4,male single,none,4,car,27,none,own,2,unskilled resident,1,none,yes,good
576,no checking,15,critical/other existing credit,furniture/equipment,2788,x<100,4<=x<7,2,female div/dep/mar,co applicant,3,car,24,bank,own,2,skilled,1,none,yes,good
577,0<=x<200,12,existing paid,radio/tv,2930,x<100,4<=x<7,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
578,no checking,24,critical/other existing credit,education,1927,no known savings,1<=x<4,3,female div/dep/mar,none,2,car,33,none,own,2,skilled,1,yes,yes,good
579,0<=x<200,36,critical/other existing credit,new car,2820,x<100,x<1,4,male div/sep,none,4,car,27,none,own,2,skilled,1,none,yes,bad
580,no checking,24,existing paid,retraining,937,x<100,x<1,4,male mar/wid,none,3,car,27,none,own,2,unskilled resident,1,none,yes,good
581,0<=x<200,18,critical/other existing credit,new car,1056,x<100,x>=7,3,male single,guarantor,3,real estate,30,bank,own,2,skilled,1,none,yes,bad
582,0<=x<200,12,critical/other existing credit,new car,3124,x<100,x<1,1,male single,none,3,real estate,49,bank,own,2,unskilled resident,2,none,yes,good
583,no checking,9,existing paid,furniture/equipment,1388,x<100,1<=x<4,4,female div/dep/mar,none,2,real estate,26,none,rent,1,skilled,1,none,yes,good
584,0<=x<200,36,existing paid,repairs,2384,x<100,x<1,4,male single,none,1,no known property,33,none,rent,1,unskilled resident,1,none,yes,bad
585,no checking,12,existing paid,new car,2133,no known savings,x>=7,4,female div/dep/mar,none,4,no known property,52,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
586,x<0,18,existing paid,furniture/equipment,2039,x<100,1<=x<4,1,female div/dep/mar,none,4,real estate,20,bank,rent,1,skilled,1,none,yes,bad
587,x<0,9,critical/other existing credit,new car,2799,x<100,1<=x<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,good
588,x<0,12,existing paid,furniture/equipment,1289,x<100,1<=x<4,4,male single,guarantor,1,life insurance,21,none,own,1,unskilled resident,1,none,yes,good
589,x<0,18,existing paid,domestic appliance,1217,x<100,1<=x<4,4,male mar/wid,none,3,real estate,47,none,own,1,unskilled resident,1,yes,yes,bad
590,x<0,12,critical/other existing credit,furniture/equipment,2246,x<100,x>=7,3,male single,none,3,life insurance,60,none,own,2,skilled,1,none,yes,bad
591,x<0,12,critical/other existing credit,radio/tv,385,x<100,4<=x<7,4,female div/dep/mar,none,3,real estate,58,none,own,4,unskilled resident,1,yes,yes,good
592,0<=x<200,24,delayed previously,new car,1965,no known savings,1<=x<4,4,female div/dep/mar,none,4,car,42,none,rent,2,skilled,1,yes,yes,good
593,no checking,21,existing paid,business,1572,x>=1000,x>=7,4,female div/dep/mar,none,4,real estate,36,bank,own,1,unskilled resident,1,none,yes,good
594,0<=x<200,24,existing paid,new car,2718,x<100,1<=x<4,3,female div/dep/mar,none,4,life insurance,20,none,rent,1,unskilled resident,1,yes,yes,bad
595,x<0,24,all paid,other,1358,no known savings,x>=7,4,male single,none,3,car,40,stores,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
596,0<=x<200,6,all paid,new car,931,100<=x<500,x<1,1,female div/dep/mar,none,1,life insurance,32,stores,own,1,unskilled resident,1,none,yes,bad
597,x<0,24,existing paid,new car,1442,x<100,4<=x<7,4,female div/dep/mar,none,4,car,23,none,rent,2,skilled,1,none,yes,bad
598,0<=x<200,24,no credits/all paid,business,4241,x<100,1<=x<4,1,male single,none,4,real estate,36,none,own,3,unskilled resident,1,yes,yes,bad
599,no checking,18,critical/other existing credit,new car,2775,x<100,4<=x<7,2,male single,none,2,life insurance,31,bank,own,2,skilled,1,none,yes,bad
600,no checking,24,delayed previously,business,3863,x<100,1<=x<4,1,male single,none,2,no known property,32,none,for free,1,skilled,1,none,yes,good
601,0<=x<200,7,existing paid,radio/tv,2329,x<100,x<1,1,female div/dep/mar,guarantor,1,real estate,45,none,own,1,skilled,1,none,yes,good
602,0<=x<200,9,existing paid,furniture/equipment,918,x<100,1<=x<4,4,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,bad
603,0<=x<200,24,all paid,education,1837,x<100,4<=x<7,4,female div/dep/mar,none,4,no known property,34,bank,for free,1,unskilled resident,1,none,yes,bad
604,no checking,36,existing paid,furniture/equipment,3349,x<100,1<=x<4,4,female div/dep/mar,none,2,car,28,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
605,x>=200,10,existing paid,furniture/equipment,1275,x<100,x<1,4,female div/dep/mar,none,2,life insurance,23,none,own,1,skilled,1,none,yes,good
606,x<0,24,all paid,furniture/equipment,2828,500<=x<1000,1<=x<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
607,no checking,24,critical/other existing credit,business,4526,x<100,1<=x<4,3,male single,none,2,real estate,74,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
608,0<=x<200,36,existing paid,radio/tv,2671,100<=x<500,1<=x<4,4,female div/dep/mar,co applicant,4,no known property,50,none,for free,1,skilled,1,none,yes,bad
609,no checking,18,existing paid,radio/tv,2051,x<100,x<1,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,yes,good
610,no checking,15,existing paid,used car,1300,no known savings,x>=7,4,male single,none,4,no known property,45,bank,for free,1,skilled,2,none,yes,good
611,x<0,12,existing paid,domestic appliance,741,100<=x<500,unemployed,4,female div/dep/mar,none,3,life insurance,22,none,own,1,skilled,1,none,yes,bad
612,x>=200,10,existing paid,new car,1240,100<=x<500,x>=7,1,female div/dep/mar,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes,bad
613,x<0,21,existing paid,radio/tv,3357,x>=1000,x<1,4,female div/dep/mar,none,2,car,29,bank,own,1,skilled,1,none,yes,good
614,x<0,24,all paid,used car,3632,x<100,1<=x<4,1,female div/dep/mar,guarantor,4,car,22,bank,rent,1,skilled,1,none,no,good
615,no checking,18,delayed previously,furniture/equipment,1808,x<100,4<=x<7,4,female div/dep/mar,none,1,real estate,22,none,own,1,skilled,1,none,yes,bad
616,0<=x<200,48,no credits/all paid,business,12204,no known savings,1<=x<4,2,male single,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
617,0<=x<200,60,delayed previously,radio/tv,9157,no known savings,1<=x<4,2,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
618,x<0,6,critical/other existing credit,new car,3676,x<100,1<=x<4,1,male single,none,3,real estate,37,none,rent,3,skilled,2,none,yes,good
619,0<=x<200,30,existing paid,furniture/equipment,3441,100<=x<500,1<=x<4,2,female div/dep/mar,co applicant,4,car,21,none,rent,1,skilled,1,none,yes,bad
620,no checking,12,existing paid,new car,640,x<100,1<=x<4,4,male div/sep,none,2,real estate,49,none,own,1,unskilled resident,1,none,yes,good
621,0<=x<200,21,critical/other existing credit,business,3652,x<100,4<=x<7,2,male single,none,3,life insurance,27,none,own,2,skilled,1,none,yes,good
622,no checking,18,critical/other existing credit,new car,1530,x<100,1<=x<4,3,male single,none,2,life insurance,32,bank,own,2,skilled,1,none,yes,bad
623,no checking,48,existing paid,business,3914,no known savings,1<=x<4,4,male div/sep,none,2,real estate,38,bank,own,1,skilled,1,none,yes,bad
624,x<0,12,existing paid,furniture/equipment,1858,x<100,x<1,4,female div/dep/mar,none,1,car,22,none,rent,1,skilled,1,none,yes,good
625,x<0,18,existing paid,radio/tv,2600,x<100,1<=x<4,4,male single,none,4,no known property,65,none,for free,2,skilled,1,none,yes,bad
626,no checking,15,existing paid,radio/tv,1979,no known savings,x>=7,4,male single,none,2,car,35,none,own,1,skilled,1,none,yes,good
627,x>=200,6,existing paid,furniture/equipment,2116,x<100,1<=x<4,2,male single,none,2,real estate,41,none,own,1,skilled,1,yes,yes,good
628,0<=x<200,9,all paid,new car,1437,100<=x<500,4<=x<7,2,male single,none,3,no known property,29,none,own,1,skilled,1,none,yes,bad
629,no checking,42,critical/other existing credit,furniture/equipment,4042,500<=x<1000,1<=x<4,4,male single,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good
630,no checking,9,existing paid,education,3832,no known savings,x>=7,1,male single,none,4,real estate,64,none,own,1,unskilled resident,1,none,yes,good
631,x<0,24,existing paid,radio/tv,3660,x<100,1<=x<4,2,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,good
632,x<0,18,all paid,furniture/equipment,1553,x<100,1<=x<4,4,male single,none,3,car,44,bank,own,1,skilled,1,none,yes,bad
633,0<=x<200,15,existing paid,radio/tv,1444,no known savings,x<1,4,male single,none,1,life insurance,23,none,own,1,skilled,1,none,yes,good
634,no checking,9,existing paid,furniture/equipment,1980,x<100,x<1,2,female div/dep/mar,co applicant,2,car,19,none,rent,2,skilled,1,none,yes,bad
635,0<=x<200,24,existing paid,new car,1355,x<100,x<1,3,female div/dep/mar,none,4,car,25,none,own,1,unskilled resident,1,yes,yes,bad
636,no checking,12,existing paid,education,1393,x<100,x>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,good
637,no checking,24,existing paid,radio/tv,1376,500<=x<1000,4<=x<7,4,female div/dep/mar,none,1,car,28,none,own,1,skilled,1,none,yes,good
638,no checking,60,delayed previously,radio/tv,15653,x<100,4<=x<7,2,male single,none,4,car,21,none,own,2,skilled,1,yes,yes,good
639,no checking,12,existing paid,radio/tv,1493,x<100,x<1,4,female div/dep/mar,none,3,car,34,none,own,1,skilled,2,none,yes,good
640,x<0,42,delayed previously,radio/tv,4370,x<100,4<=x<7,3,male single,none,2,life insurance,26,bank,own,2,skilled,2,yes,yes,bad
641,x<0,18,existing paid,education,750,x<100,unemployed,4,female div/dep/mar,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,none,yes,bad
642,0<=x<200,15,existing paid,repairs,1308,x<100,x>=7,4,male single,none,4,car,38,none,own,2,unskilled resident,1,none,yes,good
643,no checking,15,existing paid,education,4623,100<=x<500,1<=x<4,3,male single,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
644,no checking,24,critical/other existing credit,radio/tv,1851,x<100,4<=x<7,4,male mar/wid,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,good
645,x<0,18,critical/other existing credit,radio/tv,1880,x<100,4<=x<7,4,male mar/wid,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
646,no checking,36,delayed previously,business,7980,no known savings,x<1,4,male single,none,4,car,27,none,rent,2,skilled,1,yes,yes,bad
647,x<0,30,no credits/all paid,furniture/equipment,4583,x<100,1<=x<4,2,male div/sep,guarantor,2,real estate,32,none,own,2,skilled,1,none,yes,good
648,no checking,12,existing paid,new car,1386,500<=x<1000,1<=x<4,2,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,bad
649,x>=200,24,existing paid,new car,947,x<100,4<=x<7,4,male single,none,3,no known property,38,bank,for free,1,skilled,2,none,yes,bad
650,x<0,12,existing paid,education,684,x<100,1<=x<4,4,male single,none,4,car,40,none,rent,1,unskilled resident,2,none,yes,bad
651,x<0,48,existing paid,education,7476,x<100,4<=x<7,4,male single,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
652,0<=x<200,12,existing paid,furniture/equipment,1922,x<100,1<=x<4,4,male single,none,2,life insurance,37,none,own,1,unskilled resident,1,none,yes,bad
653,x<0,24,existing paid,new car,2303,x<100,x>=7,4,male single,co applicant,1,real estate,45,none,own,1,skilled,1,none,yes,bad
654,0<=x<200,36,delayed previously,new car,8086,100<=x<500,x>=7,2,male single,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
655,no checking,24,critical/other existing credit,used car,2346,x<100,4<=x<7,4,male single,none,3,car,35,none,own,2,skilled,1,yes,yes,good
656,x<0,14,existing paid,new car,3973,x<100,unemployed,1,male single,none,4,no known property,22,none,for free,1,skilled,1,none,yes,good
657,0<=x<200,12,existing paid,new car,888,x<100,x>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,bad
658,no checking,48,existing paid,radio/tv,10222,no known savings,4<=x<7,4,male single,none,3,car,37,stores,own,1,skilled,1,yes,yes,good
659,0<=x<200,30,no credits/all paid,business,4221,x<100,1<=x<4,2,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,none,yes,good
660,0<=x<200,18,critical/other existing credit,furniture/equipment,6361,x<100,x>=7,2,male single,none,1,no known property,41,none,own,1,skilled,1,yes,yes,good
661,x>=200,12,existing paid,radio/tv,1297,x<100,1<=x<4,3,male mar/wid,none,4,real estate,23,none,rent,1,skilled,1,none,yes,good
662,x<0,12,existing paid,new car,900,no known savings,1<=x<4,4,male mar/wid,none,2,car,23,none,own,1,skilled,1,none,yes,bad
663,no checking,21,existing paid,furniture/equipment,2241,x<100,x>=7,4,male single,none,2,real estate,50,none,own,2,skilled,1,none,yes,good
664,0<=x<200,6,delayed previously,furniture/equipment,1050,x<100,unemployed,4,male single,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good
665,x>=200,6,critical/other existing credit,education,1047,x<100,1<=x<4,2,female div/dep/mar,none,4,life insurance,50,none,own,1,unskilled resident,1,none,yes,good
666,no checking,24,critical/other existing credit,other,6314,x<100,unemployed,4,male single,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
667,0<=x<200,30,all paid,furniture/equipment,3496,x>=1000,1<=x<4,4,male single,none,2,car,34,stores,own,1,skilled,2,yes,yes,good
668,no checking,48,all paid,business,3609,x<100,1<=x<4,1,female div/dep/mar,none,1,real estate,27,stores,own,1,skilled,1,none,yes,good
669,x<0,12,critical/other existing credit,new car,4843,x<100,x>=7,3,male single,co applicant,4,life insurance,43,none,rent,2,skilled,1,yes,yes,bad
670,x>=200,30,critical/other existing credit,radio/tv,3017,x<100,x>=7,4,male single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,good
671,no checking,24,critical/other existing credit,business,4139,100<=x<500,1<=x<4,3,male single,none,3,life insurance,27,none,own,2,unskilled resident,1,yes,yes,good
672,no checking,36,existing paid,business,5742,100<=x<500,4<=x<7,2,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
673,no checking,60,existing paid,new car,10366,x<100,x>=7,2,male single,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
674,no checking,6,critical/other existing credit,new car,2080,500<=x<1000,1<=x<4,1,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,good
675,no checking,21,delayed previously,business,2580,500<=x<1000,x<1,4,male single,none,2,real estate,41,bank,own,1,unskilled resident,2,none,yes,bad
676,no checking,30,critical/other existing credit,radio/tv,4530,x<100,4<=x<7,4,female div/dep/mar,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
677,no checking,24,critical/other existing credit,furniture/equipment,5150,x<100,x>=7,4,male single,none,4,car,33,none,own,1,skilled,1,yes,yes,good
678,0<=x<200,72,existing paid,radio/tv,5595,100<=x<500,1<=x<4,2,male mar/wid,none,2,car,24,none,own,1,skilled,1,none,yes,bad
679,x<0,24,existing paid,radio/tv,2384,x<100,x>=7,4,male single,none,4,real estate,64,bank,rent,1,unskilled resident,1,none,yes,good
680,no checking,18,existing paid,radio/tv,1453,x<100,x<1,3,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,good
681,no checking,6,existing paid,education,1538,x<100,x<1,1,female div/dep/mar,none,2,no known property,56,none,own,1,skilled,1,none,yes,good
682,no checking,12,existing paid,radio/tv,2279,no known savings,1<=x<4,4,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,good
683,no checking,15,delayed previously,radio/tv,1478,x<100,1<=x<4,4,male mar/wid,none,3,real estate,33,bank,own,2,skilled,1,none,yes,good
684,no checking,24,critical/other existing credit,radio/tv,5103,x<100,x<1,3,male mar/wid,none,3,no known property,47,none,for free,3,skilled,1,yes,yes,good
685,0<=x<200,36,delayed previously,business,9857,100<=x<500,4<=x<7,1,male single,none,3,life insurance,31,none,own,2,unskilled resident,2,yes,yes,good
686,no checking,60,existing paid,new car,6527,no known savings,1<=x<4,4,male single,none,4,no known property,34,none,for free,1,skilled,2,yes,yes,good
687,x>=200,10,critical/other existing credit,radio/tv,1347,no known savings,4<=x<7,4,male single,none,2,life insurance,27,none,own,2,skilled,1,yes,yes,good
688,0<=x<200,36,delayed previously,new car,2862,100<=x<500,x>=7,4,male single,none,3,no known property,30,none,for free,1,skilled,1,none,yes,good
689,no checking,9,existing paid,radio/tv,2753,100<=x<500,x>=7,3,male single,co applicant,4,car,35,none,own,1,skilled,1,yes,yes,good
690,x<0,12,existing paid,new car,3651,x>=1000,1<=x<4,1,male single,none,3,life insurance,31,none,own,1,skilled,2,none,yes,good
691,x<0,15,critical/other existing credit,furniture/equipment,975,x<100,1<=x<4,2,male div/sep,none,3,life insurance,25,none,own,2,skilled,1,none,yes,good
692,0<=x<200,15,existing paid,repairs,2631,100<=x<500,1<=x<4,3,female div/dep/mar,none,2,real estate,25,none,own,1,unskilled resident,1,none,yes,good
693,0<=x<200,24,existing paid,radio/tv,2896,100<=x<500,x<1,2,male single,none,1,car,29,none,own,1,skilled,1,none,yes,good
694,x<0,6,critical/other existing credit,new car,4716,no known savings,x<1,1,male single,none,3,real estate,44,none,own,2,unskilled resident,2,none,yes,good
695,no checking,24,existing paid,radio/tv,2284,x<100,4<=x<7,4,male single,none,2,car,28,none,own,1,skilled,1,yes,yes,good
696,no checking,6,existing paid,used car,1236,500<=x<1000,1<=x<4,2,male single,none,4,life insurance,50,none,rent,1,skilled,1,none,yes,good
697,0<=x<200,12,existing paid,radio/tv,1103,x<100,4<=x<7,4,male single,guarantor,3,real estate,29,none,own,2,skilled,1,none,no,good
698,no checking,12,critical/other existing credit,new car,926,x<100,unemployed,1,female div/dep/mar,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,none,yes,good
699,no checking,18,critical/other existing credit,radio/tv,1800,x<100,1<=x<4,4,male single,none,2,car,24,none,own,2,skilled,1,none,yes,good
700,x>=200,15,existing paid,education,1905,x<100,x>=7,4,male single,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good
701,no checking,12,existing paid,furniture/equipment,1123,500<=x<1000,1<=x<4,4,female div/dep/mar,none,4,car,29,none,rent,1,unskilled resident,1,none,yes,bad
702,x<0,48,critical/other existing credit,used car,6331,x<100,x>=7,4,male single,none,4,no known property,46,none,for free,2,skilled,1,yes,yes,bad
703,x>=200,24,existing paid,radio/tv,1377,100<=x<500,x>=7,4,female div/dep/mar,none,2,no known property,47,none,for free,1,skilled,1,yes,yes,good
704,0<=x<200,30,delayed previously,business,2503,100<=x<500,x>=7,4,male single,none,2,life insurance,41,stores,own,2,skilled,1,none,yes,good
705,0<=x<200,27,existing paid,business,2528,x<100,x<1,4,female div/dep/mar,none,1,life insurance,32,none,own,1,skilled,2,yes,yes,good
706,no checking,15,existing paid,new car,5324,500<=x<1000,x>=7,1,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,good
707,0<=x<200,48,existing paid,new car,6560,100<=x<500,4<=x<7,3,male single,none,2,life insurance,24,none,own,1,skilled,1,none,yes,bad
708,0<=x<200,12,no credits/all paid,furniture/equipment,2969,x<100,x<1,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,bad
709,0<=x<200,9,existing paid,radio/tv,1206,x<100,x>=7,4,female div/dep/mar,none,4,real estate,25,none,own,1,skilled,1,none,yes,good
710,0<=x<200,9,existing paid,radio/tv,2118,x<100,1<=x<4,2,male single,none,2,real estate,37,none,own,1,unskilled resident,2,none,yes,good
711,no checking,18,critical/other existing credit,radio/tv,629,500<=x<1000,x>=7,4,male single,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
712,x<0,6,all paid,education,1198,x<100,x>=7,4,female div/dep/mar,none,4,no known property,35,none,for free,1,skilled,1,none,yes,bad
713,no checking,21,existing paid,used car,2476,no known savings,x>=7,4,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
714,x<0,9,critical/other existing credit,radio/tv,1138,x<100,1<=x<4,4,male single,none,4,real estate,25,none,own,2,unskilled resident,1,none,yes,good
715,0<=x<200,60,existing paid,new car,14027,x<100,4<=x<7,4,male single,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
716,no checking,30,critical/other existing credit,used car,7596,no known savings,x>=7,1,male single,none,4,car,63,none,own,2,skilled,1,none,yes,good
717,no checking,30,critical/other existing credit,radio/tv,3077,no known savings,x>=7,3,male single,none,2,car,40,none,own,2,skilled,2,yes,yes,good
718,no checking,18,existing paid,radio/tv,1505,x<100,1<=x<4,4,male single,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
719,x>=200,24,critical/other existing credit,radio/tv,3148,no known savings,1<=x<4,3,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
720,0<=x<200,20,no credits/all paid,used car,6148,100<=x<500,x>=7,3,male mar/wid,none,4,car,31,bank,own,2,skilled,1,yes,yes,good
721,x>=200,9,no credits/all paid,radio/tv,1337,x<100,x<1,4,male single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
722,0<=x<200,6,all paid,education,433,x>=1000,x<1,4,female div/dep/mar,none,2,life insurance,24,bank,rent,1,skilled,2,none,yes,bad
723,x<0,12,existing paid,new car,1228,x<100,1<=x<4,4,female div/dep/mar,none,2,real estate,24,none,own,1,unskilled resident,1,none,yes,bad
724,0<=x<200,9,existing paid,radio/tv,790,500<=x<1000,1<=x<4,4,female div/dep/mar,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes,good
725,no checking,27,existing paid,new car,2570,x<100,1<=x<4,3,female div/dep/mar,none,3,real estate,21,none,rent,1,skilled,1,none,yes,bad
726,no checking,6,critical/other existing credit,new car,250,x>=1000,1<=x<4,2,female div/dep/mar,none,2,real estate,41,bank,own,2,unskilled resident,1,none,yes,good
727,no checking,15,critical/other existing credit,radio/tv,1316,500<=x<1000,1<=x<4,2,male mar/wid,none,2,life insurance,47,none,own,2,unskilled resident,1,none,yes,good
728,x<0,18,existing paid,radio/tv,1882,x<100,1<=x<4,4,female div/dep/mar,none,4,car,25,bank,rent,2,skilled,1,none,yes,bad
729,0<=x<200,48,all paid,business,6416,x<100,x>=7,4,female div/dep/mar,none,3,no known property,59,none,rent,1,skilled,1,none,yes,bad
730,x>=200,24,critical/other existing credit,business,1275,x>=1000,1<=x<4,2,male div/sep,none,4,real estate,36,none,own,2,skilled,1,yes,yes,good
731,0<=x<200,24,delayed previously,radio/tv,6403,x<100,x<1,1,male single,none,2,car,33,none,own,1,skilled,1,none,yes,good
732,x<0,24,existing paid,radio/tv,1987,x<100,1<=x<4,2,male single,none,4,real estate,21,none,rent,1,unskilled resident,2,none,yes,bad
733,0<=x<200,8,existing paid,radio/tv,760,x<100,4<=x<7,4,female div/dep/mar,guarantor,2,real estate,44,none,own,1,unskilled resident,1,none,yes,good
734,no checking,24,existing paid,used car,2603,x>=1000,1<=x<4,2,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes,good
735,no checking,4,critical/other existing credit,new car,3380,x<100,4<=x<7,1,female div/dep/mar,none,1,real estate,37,none,own,1,skilled,2,none,yes,good
736,0<=x<200,36,all paid,domestic appliance,3990,no known savings,x<1,3,female div/dep/mar,none,2,no known property,29,bank,own,1,unemp/unskilled non res,1,none,yes,good
737,0<=x<200,24,existing paid,used car,11560,x<100,1<=x<4,1,female div/dep/mar,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,none,yes,bad
738,x<0,18,existing paid,new car,4380,100<=x<500,1<=x<4,3,male single,none,4,car,35,none,own,1,unskilled resident,2,yes,yes,good
739,no checking,6,critical/other existing credit,new car,6761,x<100,4<=x<7,1,male single,none,3,no known property,45,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
740,0<=x<200,30,no credits/all paid,business,4280,100<=x<500,1<=x<4,4,female div/dep/mar,none,4,car,26,none,rent,2,unskilled resident,1,none,yes,bad
741,x<0,24,all paid,new car,2325,100<=x<500,4<=x<7,2,male single,none,3,car,32,bank,own,1,skilled,1,none,yes,good
742,0<=x<200,10,all paid,radio/tv,1048,x<100,1<=x<4,4,male single,none,4,real estate,23,stores,own,1,unskilled resident,1,none,yes,good
743,no checking,21,existing paid,radio/tv,3160,no known savings,x>=7,4,male single,none,3,life insurance,41,none,own,1,skilled,1,yes,yes,good
744,x<0,24,all paid,furniture/equipment,2483,500<=x<1000,1<=x<4,4,male single,none,4,real estate,22,stores,own,1,skilled,1,yes,yes,good
745,x<0,39,critical/other existing credit,furniture/equipment,14179,no known savings,4<=x<7,4,male single,none,4,life insurance,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
746,x<0,13,critical/other existing credit,business,1797,x<100,x<1,3,male single,none,1,life insurance,28,bank,own,2,unskilled resident,1,none,yes,good
747,x<0,15,existing paid,new car,2511,x<100,unemployed,1,female div/dep/mar,none,4,car,23,none,rent,1,skilled,1,none,yes,good
748,x<0,12,existing paid,new car,1274,x<100,x<1,3,female div/dep/mar,none,1,real estate,37,none,own,1,unskilled resident,1,none,yes,bad
749,no checking,21,existing paid,used car,5248,no known savings,1<=x<4,1,male single,none,3,car,26,none,own,1,skilled,1,none,yes,good
750,no checking,15,existing paid,used car,3029,x<100,4<=x<7,2,male single,none,2,car,33,none,own,1,skilled,1,none,yes,good
751,x<0,6,existing paid,furniture/equipment,428,x<100,x>=7,2,female div/dep/mar,none,1,life insurance,49,bank,own,1,skilled,1,yes,yes,good
752,x<0,18,existing paid,new car,976,x<100,x<1,1,female div/dep/mar,none,2,car,23,none,own,1,unskilled resident,1,none,yes,bad
753,0<=x<200,12,existing paid,business,841,100<=x<500,4<=x<7,2,female div/dep/mar,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,good
754,no checking,30,critical/other existing credit,radio/tv,5771,x<100,4<=x<7,4,female div/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,good
755,no checking,12,delayed previously,repairs,1555,x>=1000,x>=7,4,male single,none,4,no known property,55,none,for free,2,skilled,2,none,yes,bad
756,x<0,24,existing paid,new car,1285,no known savings,4<=x<7,4,female div/dep/mar,none,4,no known property,32,none,rent,1,skilled,1,none,yes,bad
757,x>=200,6,critical/other existing credit,new car,1299,x<100,1<=x<4,1,male single,none,1,real estate,74,none,own,3,unemp/unskilled non res,2,none,no,good
